,Name,Message,Party_Affiliation
292,Marci Lynn,"[nan, ""Lucrecia W Garcia...so let me get this straight...you hate Trump? You hate Americans that voted for him? You hate them all enough to wish them not to exist? You think your life is more important than all of their lives? You hate over 65 million people you don't even know? You hate them all because you disagree with them? Do you think you have the right to wish other humans to no longer exist? Do you think you are wiser than this President and all of his supporters? How are you more superior than other human beings? Why are you the judge, jury and executioner? You must be pure hate?? "", 'Diana Barry...you are nothing but a jest. \n', 'UPDATE: Sununu won the Primary by almost 90%...I knew he would win! \nVote Red or America is Dead!', ""Stephen Lucey...I am not making anything up and don't tell me what to do...no one addressed you in any way...mind your own business, I will say whatever I want, as you will. If you don't believe what I said, then do the research or scroll on by. No need to respond, I don't do hate. I bid you adieu."", ""You sound a bit jealous there, Chuck...and bitterly spiteful and hateful. I am sure glad you are just a internet stranger. If you would do a little research you would know about all the children being saved from traffickers, rapists, and child murderers. I actually implore you to do the research. You will be amazed at how much info you will find out. Think for yourself and question everything you hear on television or social media, especially this rag facebook. Just prepare yourself to feel some humiliation from finding out how much MSM lie to the public, it is time to set identity politics aside and awaken to the truth that you have been deliberately kept from. We have all been manipulated and lied to for years. I am just an American now, I don't go by labels. I also don't trust any career politician. Ending Human trafficking and child trafficking is more important than the lies of MSM. They should be held accountable for lying to the American people."", ""Lye Rutman...well you are actually wrong by thinking you know what conservatives think...first of all, I walked away from the dems and I was a proud JFK dem for 35 years...however, I went republican when HusseinO made the announcement that America is no longer a Christian nation...I knew then that the dems wanted to turn America into a third world country because if they didn't they would not be able to implement their plan of OWO...live free or die means to me just that. I DO NOT NEED GOVERNMENT TELLING ME WhAT THEY THINK IS BEST FOR ME...THEY ARE ONLY HUMANS IN HIGH POSITIONS and they are flawed as humans all are, I want to live free, such as free to think as I want, free to speak words as I wish, free to work where I want and free to love God or die trying to keep my GOD given rights. Step out of identity politics and you will be in a better place within your own soul. I refuse to bend the knee to any human being on this planet, there is not one human being on this earth more worthy than the next, having money does not make one superior over anyone. So, please don't think all conservatives are the same, I personally support our founding documents and the freedom they give each and every American citizen, black or white! Live Free or Die! God bless America."", ""Diana Barry...if you truly believe Trump is Hitler you should bite your tongue...Hitler had people killed for talking out against him, he also took away their guns, and enslaved people to be gassed...he also tortured people just for fun. You better pray Trump is nothing like that, because you will be hunted down if he is. I don't think Trump is anything like that psychopath Hitler...Pelosi would have been hung on the WH lawn for every eye to see if he were. You might want to rethink calling the President of The United States of America a Hitler. You are shameless."", nan, 'Trump is fighting to end human trafficking, paedophilia sex slavery and numerous other horrific crimes against humanity and humankind...123 more children were saved and MSM is silent.  Why you ask? because they are all about the money they get to keep quiet. $150 billion a year these scumbags make from selling people and kids to perverted and putrid people...I will vote Trump just for that one reason alone. Plus these demon dogs sell organs after they murder them. There is a lot of money to be had in this evil way of life...please do yourself a favour and research it...all the truth about it is at your fingertips.  What do you support?', 'Trump 2020\n\n#SaveOurChildren', ""Linda Davis...I personally will never send my children back to a classroom to be brainwashed to hate America...home schooling is safer and I will have control over my children's lessons and none of the drama that kids are put through while going to school...I rather pay for extracurricular  activities for social purposes. I don't trust public schools anymore or the liberal teachers that try to indoctrinate innocent minds. My personal choice and my constitutional right. We the people are not the governments property. Live Free Or Die!"", 'Walter Vanderpool...you need to do some research and stop listening to MSM...Trump had nothing to do with Epstein for over 15 years...he banned him from ever returning to his  properties. Think for yourself and turn your brainwash box off.', 'Jim Provencher...I know! that is why you are still dumb and blind.', 'The government is not your daddy!', ""Trisha Lesnick...don't forget your face covering and remember to wash your hands."", 'I support this President for his fight against human trafficking, paedophilia sex slavery and numerous other putrid crimes against humanity and humankind...what do you support?', 'JoAnn Tate Burns...you can mind your own business...I am supporting this President to help end human trafficking, paedophilia sex slavery and numerous other putrid crimes against humanity and humankind...what do you support?\n\n#SaveOurChildren', 'Trump 2020...Live Free or Die!!', 'Trump 2020...Live Free or Die!!', 'Trump all the way...I love Freedom. Live Free or Die!!!', 'All those voting for Joe Biden should move to Massachusetts...they love being pushed around by mob rule.', 'If you are afraid of this virus, you can home school your children...there should be a choice...home school or go to school. Live Free or Die!!!', 'This smear campaign is full of lies, manipulations and keeps the hate and divide alive. Our Governor is for the People, By the People.']",0
293,Maria Sabina,['Sununu Is A good Gov...And President Trump His A Good President 🙏✝️🙏'],0
294,Mark Ian Anderson,"['Nothing wrong with that. Trump 2020', 'Robert Carlson . So if they can waste it so can everyone else? You still get evicted.', 'Rita Morel . Maybe they didn’t earn a raise? Weren’t most offices closed? You all get paid more than anyone with a non governmental position anyway. With taxpayer money.', 'Betty Ryan . Spell check?', 'If they used the extra money they got to pay it they would not be evicted. Not Sununu’s fault. Meantime us essential workers made less a week and still have a roof over our heads. ']",0
295,Marlene Mihal,"['Thank you Governor Sununu, I too am a Trump Supporter through and through! Vote RED on November 3rd!', 'Love our Governor Sununu and President Trump!']",0
296,Martin Parlon,['Total democratic propaganda.  Sununu is great for N.H. like President Trump is great for America.  A vote for a democrat is a vote for socialism.'],0
297,Mary Crane,"['Big time', 'I was for him but now reconsidering night time. ', 'Sally Charland Anderson  Agree. We got side tracked because people want the governor to be a real Republican not a trumper. And thus trump’s name was introduced. You voted blue before because democratic ideals benefited you and your family. Please consider protecting yourself again by voting blue.', 'Sally Charland Anderson Yes,that’s the definition of RINO. And he’s a RINO. What has he done specifically for you with his policies. You must be very rich, very blessed. Many in our nation are not. ', 'Lee Petruk education needs help, too', 'Annette Plante Yes. Same. ', 'Sally Charland Anderson trump’s party is his party of one...him and only him and things that feed his ego, assuage his narcissistic needs, allow him to believe his lies are truth. He’s a scary dude. Never felt afraid under any real Republican President. I knew that if need be in serious situations they’d step up to the plate for the needs of the nation. Not this man. I’m afraid under this one.  ', 'Anna Donovan We are lucky here in NH. We do not have anywhere near the problems other states deal with. ', 'Mathias Troubadour He needs to disassociate from trump. ', 'Sally Charland Anderson trump is not a Republican. He’s a RINO. ', 'Deb Parlatore I’m torn too for the same reason. ']",1
298,Mary Gallagher Wheeler,['Trump 2020'],0
299,Mary Glidden,"['I’m voting all Democrats as always...', 'Voting for Democratic Governor, Voting all Blue  !!!']",1
300,Mary Ormond,['Rudy Rudzinsky good starter for burning Trump. 😂'],1
301,Maryann Bettilyon,"['I do not agree with abortions as a method of birth control. ', 'NH ins companies can choose to not cover abortions. ', 'Hope he’s voted out. A medically necessary abortion should be covered. Sunnunu go away, you’re\nLiving in a cave ', 'Nope. Not if he’s a Trumper. \n', 'Vote blue in NH']",1
302,Matt Cohn,['Trump 2020'],0
303,Matt Marsh,['Jeff Morin Sr.  Trump 2020'],0
304,Matt Weeden,"[nan, 'Defund the public schools... #propagandamachine #CREEPYUNCLEJOE #rubmylegs #webelieveTara #youaintblack #poorkidsaresmartaswhitekids #walkaway #donothingdems #lyingdogfaceponysoldier #idontworkforyou #Trump2020 ', nan, 'Ariane Rocco is that part of your ""be kind"" platform? #CreepyUncleJoe #rubmylegs #webelieveTara #youaintblack #poorkidsaresmartaswhitekids #walkaway #donothingdems #lyingdogfaceponysoldier #idontworkforyou #BasementBiden ', nan, ""Peg Laliberte you realize that masks do not stop covid, don't you? The CDC has confirmed this 😂 #shaheenforretirementin2020 #pappasforretirementin2020 #kusterslaststand "", nan, 'Charlotte M. Fyfe you mean voter... #Trump2020 ', nan, ""Well at least Planned Parenthood isn't working as a  political group... #babykillers #shaheenforretirementin2020 #pappasforretirementin2020 #pelosispoolboy #sadexcuseforacongressman #onetermcongressman #donothingdems #walkaway #NHdeservesbetter #CreepyUncleJoe #rubmylegs #webelieveTara #youaintblack #poorkidsaresmartaswhitekids #lyingdogfaceponysoldier #idontworkforyou #Trump2020"", nan, ""Joe wasn't allowed out of the basement today? #CreepyUncleJoe #rubmylegs #webelieveTara #youaintblack #poorkidsaresmartaswhitekids #walkaway #donothingdems #lyingdogfaceponysoldier #Trump2020"", nan, 'Shouldn\'t they read ""Harris/Biden""? Someone screwed up....', nan, 'Brianna Meghan we know, the Trump teams have filled that void, 😂 #Trump2020 ', nan, 'Those are made from cardboard, correct? #greennewjoke #banstrawstomakeyardsigns', nan, 'Time for her to go.... #kusterslaststand', nan, ""The reason for so many vetoes is the fact NH Dems do not understand this is the 'live free or die' state and we do not want any new taxes. Time to pull the handle downwards and send the NH Dems to the septic tank. #shaheenforretirementin2020 #pappasforretirementin2020 #pelosispoolboy #sadexcuseforacongressman #onetermcongressman #donothingdems #walkaway #NHdeservesbetter"", nan, ""Don't forget that Biden still needs to remember what state he is in. #CreepyUncleJoe #rubmylegs #webelieveTara #youaintblack #poorkidsaresmartaswhitekids #walkaway #donothingdems #idontworkforyou #BasementBiden #shaheenforretirementin2020 #pappasforretirementin2020 #pelosispoolboy #sadexcuseforacongressman #onetermcongressman"", nan, 'Lol...the NH Dems are in for a big surprise when election day arrives, lol. #shaheenforretirementin2020 #pappasforretirementin2020 #Trump2020', nan, 'The Democratic party is as much of a joke as the public school system. Time to end both. #shaheenforretirementin2020 #pappasforretirementin2020 #pelosispoolboy #sadexcuseforacongressman #onetermcongressman #donothingdems #walkaway #NHdeservesbetter #Trump2020', nan, ""He will be far better for NH than Pelosi's sock puppet, Pappas. #pappasforretirementin2020 #pelosispoolboy #sadexcuseforacongressman #onetermcongressman #donothingdems #walkaway #NHdeservesbetter"", nan, 'He will do far better than the pool boy Pappas... #pappasforretirementin2020 #pelosispoolboy #sadexcuseforacongressman #onetermcongressman #donothingdems #walkaway #NHdeservesbetter', nan, ""Joe doesn't even know what date it is, what position he is running for, what state he is in, who he is, or who he is running against. #CreepyUncleJoe #BasementBiden #webelieveTara #youaintblack #poorkidsaresmartaswhitekids #walkaway #donothingdems #lyingdogfaceponysoldier #idontworkforyou #Trump2020"", nan, 'Gloria Roy you then are a #racist for grouping people by the color of their skin.... #carryon #spreadingtheliberallove #BLMisracist #stoppromotingracism #stopseeingcolor #walkaway ', nan, ""Terri Mol Bennett that's a long drive to Michigan... #outofstatetroll #outofstateideas #worryaboutyourstate #wewillhandleNH #shaheenforretirementin2020 #walkaway "", nan, ""Terri Mol Bennett you realize this is a NH page, don't you? Move along, we will handle NH... #outofstatetroll #outofstateideas #worryaboutyourstate #wewillhandleNH #shaheenforretirementin2020 #walkaway "", nan, 'Nancy Russo there are none in sight because the north country is not that ignorant. NH will flip to elect Trump this year,  hope you stocked up on kleenex... #Trump2020 #shaheenforretirementin2020 #pappasforretirementin2020 #donothingdems #walkaway #electioniscoming', nan, 'Gloria Roy BLM is racist....stop seeing color. #demsareevil', nan, 'Ahhh...so, the party who supports the looting and rioting by BLM has a problem with a Facebook post? Maybe we should share the racist posts sent out by BLM. Such a group of hypocrites...I am also looking for your post condemning the murder of a protestor who was a supporter of Trump, musta missed that one. #factsmatter #carryon #spreadingtheliberallove #Shaheenforretirementin2020 #walkaway #CreepyUncleJoe #rubmylegs #webelieveTara #youaintblack #poorkidsaresmartaswhitekids  #lyingdogfaceponysoldier #idontworkforyou', nan, ""Chris Pappas is a sock puppet for Pelosi...time for home to go back to Daddy's restaurant. #pappasforretirementin2020 #pelosispoolboy #sadexcuseforacongressman #onetermcongressman #donothingdems #walkaway #NHdeservesbetter"", nan, 'You might want to move Joe away from that cross, he may get struck... #CreepyUncleJoe #rubmylegs #webelieveTara #youaintblack #poorkidsaresmartaswhitekids #walkaway #donothingdems #lyingdogfaceponysoldier #idontworkforyou #Trump2020', nan, 'Pappas is a sock puppet for Pelosi...Mr Resist... #pappasforretirementin2020 #pelosispoolboy #sadexcuseforacongressman #onetermcongressman #donothingdems #walkaway #NHdeservesbetter', nan, 'Pappas has voted 100 percent with Nancy ""salon"" Pelosi..  he is her sock puppet. Send him back to daddy\'s restaurant. #pappasforretirementin2020 #pelosispoolboy #sadexcuseforacongressman #onetermcongressman #donothingdems #walkaway', nan, 'Fact: Trump will win NH and become President for four more years... Fact: Shaheen and Pappas will be retiring in November.... Fact: Joe Biden should be on meds for his dementia.... Fact: The Democrats have done everything possible to destroy our economy, all in hopes of defeating Trump.... #shaheenforretirementin2020 #pappasforretirementin2020 #kusterslaststand #Nhdeservesbetter #walkaway #donothingdems', nan, '#shaheenforretirementin2020 #sadexcuseforasenator #donothingdems #walkaway #talkingoutyourarse #packyourbags #electioniscoming', nan, 'Stop the lies, the people have had enough. NH will flip in November and elect Trump. Just drive through the communities, Trump signs and flags everywhere. It is almost as though NH wants to be the ""Live Free or Die"" state, again...hmmmm #Trump2020  🇺🇸🇺🇸🇺🇸🖒', nan, 'Trump 2020... #CreepyUncleJoe #rubmylegs #webelieveTara #youaintblack #poorkidsaresmartaswhitekids #walkaway #donothingdems #lyingdogfaceponysoldier #Trump2020', nan, 'Dennis Kreutz there was only 3 people at the DNC convention (basement) 😂 #CreepyUncleJoe #rubmylegs #webelieveTara #youaintblack #poorkidsaresmartaswhitekids #walkaway #donothingdems #lyingdogfaceponysoldier #Trump2020', nan, 'Susan Fortier alot. Way more than sleepy Joe could garner 😂🇺🇸 #CreepyUncleJoe #rubmylegs #webelieveTara #youaintblack #poorkidsaresmartaswhitekids #walkaway #donothingdems #lyingdogfaceponysoldier #Trump2020 ', nan, 'Susan Covert they are jammed? Must be alot of support in NH for Trump, hmmm. Who would have guessed that? Biden can nearly fit 20 people in his rallies. #CreepyUncleJoe #rubmylegs #webelieveTara #youaintblack #poorkidsaresmartaswhitekids #walkaway #donothingdems #lyingdogfaceponysoldier #Trump2020 ', nan, 'Elizabeth Crocker Moseley Basement Biden will be happy with your choice, lol. #CreepyUncleJoe #rubmylegs #webelieveTara #youaintblack #poorkidsaresmartaswhitekids #walkaway #donothingdems #lyingdogfaceponysoldier ', nan, 'Andi Anderson nah, for your President....again 😂🇺🇸🇺🇸🇺🇸 #Trump2020 ', nan, 'Trump 2020 🇺🇸🇺🇸🇺🇸', nan, 'Kathy Alexander the election in 2016 and the election to be had in Nov 🇺🇸🇺🇸🇺🇸 #Trump2020 #CreepyUncleJoe #rubmylegs #webelieveTara #youaintblack #poorkidsaresmartaswhitekids #walkaway #donothingdems #lyingdogfaceponysoldier #idontworkforyou', nan, 'Shaun Rosenberg maybe a politician of 47 years would do better...not. #walkaway ', nan, 'Shaun Rosenberg I will pray for you 🇺🇸', nan, 'Shaun Rosenberg move along...maybe clean the basement so Joe can come visit. 🖒 #Trump2020 ', nan, 'Shaun Rosenberg you can handle Missouri, we will handle NH. #Trump2020 ', nan, 'Shaun Rosenberg no, just winning. 🖒🇺🇸', nan, 'Trump 2020 🇺🇸🇺🇸🇺🇸🖒', nan, ""Pappas needs to go back to Daddy's kitchen... #pappasforretirementin2020 #pelosispoolboy #sadexcuseforacongressman #onetermcongressman #donothingdems #walkaway"", nan, 'Paul Fahey at least you are supporting Markey...hmmmm. oh ya, he is in Massachusetts as well. #Trump2020 #wewillhandleNH', nan, ""Steve Russell that isn't what all the yard signs have been saying 😂🇺🇸🇺🇸🇺🇸"", nan, 'They do not need another penny. They do nothing but waste our taxes and then cry for more. #shaheenforretirementin2020 #pappasforretirementin2020 #voteoutRochesterDems #walkaway', nan, 'Thank you, Governor. #shaheenforretirementin2020 #pappasforretirementin2020', nan, ""Let's talk about the income tax he vetoed for the 2nd time in 2 years... #shaheenforretirementin2020  #pappasforretirementin2020 #pelosispoolboy #sadexcuseforacongressman #onetermcongressman #donothingdems #walkaway #NHdeservesbetter""]",0
