,Message,Party_Affiliation,Republican Count,Democrat Count,% Certainty,Categorization
174,elizabeth crocker moseley of course she has the ability to be responsiblethere is longterm birth control implants specifically for s situation as thisnyall have all kinds of excuses to justify murder and me paying for it huhnope elizabeth crocker moseley good then its completely up to the woman to pay for her murderous tantrumnbe responsible use preventive therapies then you wont need to murder a baby abortion isnt reproductive health its not birth control either nnits murder,3,3.0,0.0,100.0,0.0
175,jane marden shouse,3,0.0,0.0,,
176,what  a  bunch  of  yahoos  talk  about  how  to  make  new  hampshire  look  stupid where can i get a presidential race yard sign,3,0.0,0.0,,
177,lmfaooo and yall act like you arent doing the same exact thing with ur friends having bbqs and parties chill the hell out will ya its not gonna kill you,3,0.0,0.0,,
178, please be specific on hows hes against us as a independent i see nothing but fighting tax increases we dont need and cultural bullshit we dont believe from the democratsim open if mind so please educate me on any of it with out the non sources bullshit  i would be curious to see your sourcing on this claim of what he didnt say put up or shut up lies are lies and its a election year be truthful or democrats will loose to himagain hes the most popular nh in years as a independent good luck with trying to sell bullshit like that with no sources posted unlike you democrats you are hell bent on making us mass with things like a state wide income tax we are not taxachussets nice trying to lie but chris is nh first,3,0.8332999999999999,0.0,100.0,0.0
179,people wonder why they cant get good workers who care about the job vs thinking how am i going to get by this week and he st pushing for friday in order to feed transport and house their family  yeah he needs a 31000 dollar raise when it seems half the state doesnt even make 31000 a year period all the politicians presidents ect should be honored to be a voice for the people not greedy over paid fucks living the high life,3,1.0,0.0,100.0,0.0
180,wowreal republicans with backbones do exist,3,0.0,0.0,,
181,rich colcombe when fdr championed the minimum wage he was quoted nno business which depends for existence on paying less than living wages to its workers has any right to continue in this country,3,0.0,0.0,,
182,liz calder do a little research on how detrimental minimum wage actually is  let the free market decide fight for your worth  dont expect the government to figure it out for you  he has done a better job running nh than any shit dem in the last 20 years  we need a guy like this to veto the garbage legislation the crooked democrats constantly try to implement,3,3.2824999999999998,0.0,100.0,0.0
183,a trumpster for sure kenneth j brummel also we have laconia bike week coming up that makes me nervous i thought they canceled it also your right about grandparents taking care of the grandchildren because parents need to work with no one to watch their children day cares have restricted numbers and most have waiting lists most or some grandparents are retired but are more susceptible to getting sick ,3,0.0,1.0,100.0,1.0
184,all bull and you all know it so shut up and vote you will need alot of help come november  chris has done a fantastic job so good luck ,3,3.5682,0.0,100.0,0.0
185,yes i know  he also didnt take a stand on school openings but when you think whats happening in other states i am happy however i will not vote for him  i am a democrat and didnt vote for him but i have to admit that he did the best he could during the pandemic for nh compare to other states we are in good shape,3,0.0,5.5222,100.0,1.0
186,paul gargalowitz mimicking is just another form of flattery paul thank you for the compliment  paul gargalowitz now thats just projection we know youre no gentleman paul gargalowitz you already addressed me as lady dear read your own posts much  paul gargalowitz you have minus nothing sorry excuse for a gentleman  paul gargalowitz you bet im here bud just block me if you cant take it  paul gargalowitz  thats the best youve got what a puny cowardly post  michelle jackson whine whine whine could your writing be any more boring i expect not yawn johnny wishbon you do not know jack have you ever bothered to take care of a sick and terminal family member when they didnt have children old enough to do so  of course not  actually caring about another human being just isnt in your wheelhouse  go swill in your own personal sewer  such an idiot and sorry excuse for a human being   bob laframbois smallminded so smallminded  paul gargalowitz trigger trigger elizabeth crocker moseley nice try at twisting my question dear diverting the topic because you cant handle the truth now what freedoms are you being restricted from exercising  paul gargalowitz this post makes no sense you are a triggered whiney individual    i am a proud graduate of the newbury and newburyport school districts towns you were not fortunate to have lived in and also not fortunate to afford property ownership those towns are populated by real americans with genuine yankee values and ethics concepts appearing to have escaped you   steven peguero now specifically what freedoms would those be chuck puglia   all of which is to say that apparently this could happen from your post and proves her point  calling out your dissembling is my 1st amendment right  real americans know their rights  as has my fathers mothers but in nh so what has that got to do with you telling selma alabass to leave my country so very unamerican of you i am a real american  paul gargalowitz seriously so why did the originally immigrant gargalowitz not an original new hampshire colony name ancestors move here  chuck puglia so are the types of ammo that can be used in a back yard firing range regulated no then there is the possibility a backyard firing range could be involved in the starting of a fire  vicki fantozzi and you dont know anything about economics you only know anecdotal bs if you have a brain read the economist thomas pikettys 21st century economics other wise your posts filled with smallminded opinions have little to no value  vicki fantozzi that old saw is only repeated who know nothing about economics and only repeat fox entertainment corporation talking points  mike prince wow how intelligent a response is that not  so why are you following ed markey  chad st onge you know nothing about democracy whine whine whine all out of fear derived from false information  your white privilege makes your post compassionless for the people who are struggling economically you dont even know that you dont know john havens and the lack of support for netmetering  he also took a  31000 pay raise for himself while regular granite staters are barely bearing up with job loss and the termination of unemployment benefits seriously who does that samuel philbrick and what changes specifically would help to make it nonpartisan i think education and history particularly need to be about facts and particularly again fact based about the history of all political parties  todd walton get your rear end back to ca we dont need you and your toxic ilk in our state our region and not even our country we are the real americans where this country began you are a corrupt illeducated person unworthy of american citizenship   todd walton says the asshole in california really you obviously dont get new england values we born and bred new englanders are way ahead of you waltontypes  nathan page winnicunnet yeah youre a brooker with no credibility indeed there has been long standing operating principle of separation of church and state apparently you just never received the proper education to know that and no understanding of history educate yourself with facts and not fox news talking points  christina murphy no a born and bred new england reaction the best educated section of the country   nathan page that is my point thats how it was until the republican party needed to pander to evangelical christian conservatives there used to be a separation between church and state david gauffin and your source for this is jeremy daigle  public money legally and morally should only go to public schools parents who want public funds to subsidize private schools are freeloading welfare kings and queens  jeff bouvier i hope your post is not representative of a nh public or private school education  nathan page public money legally and morally should only go to public schools parents who want public funds to subsidize private schools are freeloading welfare kings and queens ,3,6.3606,3.75,62.91,
